,inspection_id,dba_name,license_,facility_type,zip,inspection_date,latitude,longitude,year,category
62801,2213986,marquette supreme,18019.0,grocery store,60636.0,2018-09-07,41.77196605568995,-87.67377177792947,2019,Grocery Store
62839,2185184,dinero tree inc ,2615907.0,grocery store,60624.0,2018-07-27,41.88553355102116,-87.7259529067683,2019,Grocery Store
62849,2213693,rudy s food   liquor,17085.0,grocery store,60636.0,2018-08-30,41.76866229598703,-87.66384165371463,2019,Grocery Store
62919,2184854,victoria,2601589.0,grocery store,60623.0,2018-07-20,41.84432079164681,-87.7276736415138,2019,Grocery Store
62986,2200961,lion s market  inc,2589076.0,grocery store,60617.0,2018-08-15,41.74641257248607,-87.55264648895961,2019,Grocery Store
62995,2214077,walgreens   03961,1169328.0,grocery store,60612.0,2018-09-10,41.88128410252,-87.68562041782191,2019,Grocery Store
63009,2181889,maximum yoga   dance,2113504.0,grocery store,60643.0,2018-06-22,41.70638027821959,-87.66848085542047,2019,Grocery Store
63019,2182111,we wash car care center,2602070.0,grocery store,60630.0,2018-06-28,41.96816515350714,-87.74525377014936,2019,Grocery Store
63029,2182081,loomis food market,2004423.0,grocery store,60636.0,2018-06-28,41.76871573470448,-87.6589218559854,2019,Grocery Store
63031,2214081,7 11 34724 b,2418990.0,grocery store,60602.0,2018-09-10,41.883970468541214,-87.63257344018365,2019,Grocery Store
63262,2184754,in  out food mart,2048635.0,grocery store,60609.0,2018-07-18,41.79523886313383,-87.64503698927818,2019,Grocery Store
63400,2201086,family dollar   7653,1771881.0,grocery store,60609.0,2018-08-17,41.796234875219376,-87.63040492438661,2019,Grocery Store
63422,2213625,bp amoco,2617540.0,grocery store,60609.0,2018-08-29,41.81639583392806,-87.62641289428794,2019,Grocery Store
63704,2184233,family dollar  32151,2588922.0,grocery store,60617.0,2018-07-03,41.722442957241576,-87.5686091420442,2019,Grocery Store
63728,2213311,np lobby shop,2148029.0,grocery store,60603.0,2018-08-22,41.88058226633408,-87.63120100893529,2019,Grocery Store
63736,2184482,east coast pantry chicago,2197073.0,grocery store,60607.0,2018-07-11,41.874242987183976,-87.63347653027343,2019,Grocery Store
63763,2200399,lawndale food market,39529.0,grocery store,60623.0,2018-07-25,41.85883396834164,-87.71786718629977,2019,Grocery Store
63785,2184567,family dollar store   6573,1695103.0,grocery store,60629.0,2018-07-13,41.77910272825086,-87.70167688762466,2019,Grocery Store
63800,2213241,walgreens  15350,2608770.0,grocery store,60614.0,2018-08-21,41.91826833671952,-87.64987324323187,2019,Grocery Store
63893,2182003,elbo food mart  inc ,2354524.0,grocery store,60636.0,2018-06-27,41.77947732730119,-87.67013473289414,2019,Grocery Store
63951,2213670,citgo 7 24,2104077.0,grocery store,60641.0,2018-08-29,41.95761346957928,-87.75168946007386,2019,Grocery Store
63959,2200552,snd mini mart,2615649.0,grocery store,60617.0,2018-08-03,41.73736923156212,-87.56109558534602,2019,Grocery Store
63963,2181959,nickel food,2411712.0,grocery store,60651.0,2018-06-26,41.9026337556469,-87.7179312389489,2019,Grocery Store
64020,2200436,kwik mart,1272593.0,grocery store,60629.0,2018-08-02,41.77896159896927,-87.71052894879475,2019,Grocery Store
64025,2181431,baba s food mart  inc ,2284907.0,grocery store,60621.0,2018-06-14,41.76892629684455,-87.64465599703081,2019,Grocery Store
64095,2200421,los dos hermanos,2616449.0,grocery store,60623.0,2018-08-02,41.847044802320085,-87.71471846512401,2019,Grocery Store
64216,2166246,dollar general store   15873,2348427.0,grocery store,60651.0,2018-04-17,41.89496969177045,-87.76440076779772,2019,Grocery Store
64222,2181862,bk s food  inc,2522198.0,grocery store,60644.0,2018-06-22,41.874460829211415,-87.75499004720312,2019,Grocery Store
64289,2200423,tonalapa mini mart,2550114.0,grocery store,60623.0,2018-08-02,41.847044802320085,-87.71471846512401,2019,Grocery Store
64295,2213676,5 stars mini mart inc,2349526.0,grocery store,60612.0,2018-08-29,41.88119123980771,-87.69580604798641,2019,Grocery Store
64642,2184880,early edition,1696776.0,grocery store,60602.0,2018-07-20,41.883100479248256,-87.6301472292721,2019,Grocery Store
64683,2181888,keis food and liquors inc ,1698398.0,grocery store,60617.0,2018-06-22,41.74926115362057,-87.5527024450419,2019,Grocery Store
64722,2213653,citgo one stop,2104066.0,grocery store,60641.0,2018-08-29,41.93487868147403,-87.74687541003577,2019,Grocery Store
64952,2184582,chicago ave food and deli,2578813.0,grocery store,60651.0,2018-07-13,41.89505624702991,-87.75491189738649,2019,Grocery Store
65092,2181948,erie fresh,2522599.0,grocery store,60644.0,2018-06-26,41.89231802030073,-87.74556872149367,2019,Grocery Store
65169,2176459,rong shing hong,2575397.0,grocery store,60616.0,2018-05-30,41.84955678065875,-87.63179377178483,2019,Grocery Store
65240,2159502,lincoln quality meat market inc ,1573743.0,grocery store,60625.0,2018-04-04,41.96656958533649,-87.6870400163612,2019,Grocery Store
65313,2169926,grand shell,1646222.0,grocery store,60622.0,2018-05-17,41.89114005929022,-87.66699947330164,2019,Grocery Store
65383,2177080,assafway market,2595750.0,grocery store,60619.0,2018-06-08,41.74685673119854,-87.60496649644419,2019,Grocery Store
65403,2170210,7 eleven  33734 b,2391284.0,grocery store,60622.0,2018-05-24,41.90854443090839,-87.67755694145295,2019,Grocery Store
65428,2169642,walgreens  11410,1959845.0,grocery store,60639.0,2018-05-11,41.91071447641837,-87.72621042281482,2019,Grocery Store
65484,2146194,monets food mart,1969573.0,grocery store,60622.0,2018-03-09,41.9030072783056,-87.68148463331006,2019,Grocery Store
65485,2159717,gees food market,2583236.0,grocery store,60651.0,2018-04-10,41.90215168923222,-87.75476822451198,2019,Grocery Store
65511,2176615,supermercado amigo,1922066.0,grocery store,60626.0,2018-06-01,42.00973523068949,-87.67398423910822,2019,Grocery Store
65521,2167161,ins wacker 101 n wacker,2589704.0,grocery store,60606.0,2018-05-03,41.88323434776848,-87.6366490618587,2019,Grocery Store
65570,2159748,e wood pantry,2136905.0,grocery store,60636.0,2018-04-10,41.77957754372241,-87.66417107271985,2019,Grocery Store
65590,2166350,big sams mini mart,1969482.0,grocery store,60628.0,2018-04-19,41.69991346998185,-87.62346150285656,2019,Grocery Store
65627,2169475,michigan food center inc ,2589619.0,grocery store,60637.0,2018-05-10,41.79329599672656,-87.62228488339794,2019,Grocery Store
65642,2169719,family dollar  3158     ,26668.0,grocery store,60608.0,2018-05-14,41.83156420047458,-87.64598002242634,2019,Grocery Store
65877,2169938,brothers supermarket,2583531.0,grocery store,60651.0,2018-05-18,41.90225068969279,-87.76595092376172,2019,Grocery Store
65881,2167025,lolli and pops,2368187.0,grocery store,60661.0,2018-05-01,41.884187507127805,-87.64111966683218,2019,Grocery Store
65908,2170204,don gollo supermercado  inc ,2036612.0,grocery store,60632.0,2018-05-24,41.79378047274624,-87.69496027657335,2019,Grocery Store
65988,2146092,cermak bp,1593162.0,grocery store,60608.0,2018-03-08,41.85243635675382,-87.66622899353239,2019,Grocery Store
66024,2176902,one stop food,2579309.0,grocery store,60636.0,2018-06-07,41.75970438569175,-87.65383153233266,2019,Grocery Store
66056,2176465,roosevelt food market  inc ,2220524.0,grocery store,60624.0,2018-05-30,41.86606326069917,-87.72510651648437,2019,Grocery Store
66111,2150281,quick stop,2304730.0,grocery store,60630.0,2018-03-13,41.96162870676256,-87.75551719722897,2019,Grocery Store
66145,2151091,new nam foo ling,1221793.0,grocery store,60616.0,2018-03-28,41.85272374064,-87.6333362502572,2019,Grocery Store
66175,2166883,herbal life,2277462.0,grocery store,60623.0,2018-04-30,41.84030863035164,-87.73310705898443,2019,Grocery Store
66216,2169727,super marcado amigo,2595817.0,grocery store,60626.0,2018-05-14,42.00973523068949,-87.67398423910822,2019,Grocery Store
66218,2176951,my place food mart,2397936.0,grocery store,60640.0,2018-06-07,41.9648574763644,-87.6611566677325,2019,Grocery Store
66281,2169383,broadway supermarket,50737.0,grocery store,60640.0,2018-05-08,41.971171180793625,-87.65958097499795,2019,Grocery Store
66355,2176293,gulf gas   food,2595394.0,grocery store,60609.0,2018-05-25,41.79402269355312,-87.67463755980062,2019,Grocery Store
66358,2146189,store 1053 inc ,2578108.0,grocery store,60624.0,2018-03-09,41.866516631905256,-87.71938879163898,2019,Grocery Store
66387,2150522,eddies one stop shop  inc ,2583407.0,grocery store,60620.0,2018-03-16,41.74247385456547,-87.66338547998558,2019,Grocery Store
66504,2176264,chicago at harding food store,2522768.0,grocery store,60651.0,2018-05-24,41.895268077120654,-87.72480023226892,2019,Grocery Store
66623,2150229,walgreens  06727,1847450.0,grocery store,60640.0,2018-03-13,41.96805304715626,-87.64947455517225,2019,Grocery Store
66673,2169457,savory spice shop,2283350.0,grocery store,60625.0,2018-05-09,41.96805207285672,-87.68804000152717,2019,Grocery Store
66750,2150409,municipal foods,1478386.0,grocery store,60622.0,2018-03-14,41.90285923421055,-87.69188858431286,2019,Grocery Store
66775,2150955,fannie may,1933498.0,grocery store,60661.0,2018-03-26,41.88199433820508,-87.6397586848809,2019,Grocery Store
66791,2166573,7 eleven   36881a,2289889.0,grocery store,60606.0,2018-04-23,41.88525719405359,-87.63376979601067,2019,Grocery Store
66796,2159250,family dollar  21940,2583110.0,grocery store,60623.0,2018-03-30,41.850290588870784,-87.72457827485373,2019,Grocery Store
66807,2166980,chatham food market,1904290.0,grocery store,60619.0,2018-05-01,41.750972675255255,-87.61695788019104,2019,Grocery Store
66817,2150412,miska s,4887.0,grocery store,60618.0,2018-03-14,41.939625345266265,-87.6830072134127,2019,Grocery Store
66832,2159221,ziks dollar plus,2578984.0,grocery store,60626.0,2018-03-30,42.00291856169961,-87.67242783928698,2019,Grocery Store
66855,2150649,daniel grocery,2569979.0,grocery store,60618.0,2018-03-20,41.95382542137118,-87.70563413726975,2019,Grocery Store
66858,2176685,diversey   austin liquor store,1932845.0,grocery store,60639.0,2018-06-05,41.931252123128445,-87.7756722749983,2019,Grocery Store
66875,2169538,king poolo,2595653.0,grocery store,60637.0,2018-05-10,41.78376785156709,-87.61605579339448,2019,Grocery Store
66979,2176415,five star certified inc,7168.0,grocery store,60620.0,2018-05-29,41.73590840570721,-87.64742288026997,2019,Grocery Store
66982,2170152,woodlawn super fair  llc,2600641.0,grocery store,60637.0,2018-05-23,41.77966465152965,-87.61425093609455,2019,Grocery Store
67046,2150218,family dollar store  6618,1547031.0,grocery store,60624.0,2018-03-09,41.88053599680486,-87.73244354885557,2019,Grocery Store
67050,2159652,eastview inc,1573833.0,grocery store,60626.0,2018-04-06,42.01593760278186,-87.6682441046934,2019,Grocery Store
67130,2166772,stop and shop foods  inc ,2542125.0,grocery store,60619.0,2018-04-26,41.765508831860295,-87.6197557421115,2019,Grocery Store
67202,2166311,cremeria la ordena  2,2303690.0,grocery store,60625.0,2018-04-18,41.96839820777497,-87.72363720503778,2019,Grocery Store
67208,2166373,gigi s food mart inc ,2492719.0,grocery store,60651.0,2018-04-19,41.895617544812936,-87.71130343963043,2019,Grocery Store
67274,2170146,jo jo food mart llc,2600476.0,grocery store,60651.0,2018-05-23,41.90232924717287,-87.75839558201483,2019,Grocery Store
67327,2176686,lilly s quick mart   fresh deli inc,2529026.0,grocery store,60612.0,2018-06-05,41.88086436210085,-87.70599744874023,2019,Grocery Store
67328,2170050,st  michael 52nd inc ,2600442.0,grocery store,60609.0,2018-05-22,41.798504865984114,-87.6843018392966,2019,Grocery Store
67393,2169704,mid town produce  inc ,1443872.0,grocery store,60618.0,2018-05-14,41.93639861849938,-87.71965435611558,2019,Grocery Store
67394,2176790,homan food   deli,2386230.0,grocery store,60651.0,2018-06-05,41.89539807153144,-87.71129479816474,2019,Grocery Store
67404,2176336,tiger food market,2563947.0,grocery store,60617.0,2018-05-25,41.74615987655714,-87.55264171915078,2019,Grocery Store
67523,2150624,j   w food   liquors,2437103.0,grocery store,60628.0,2018-03-19,41.67790424878616,-87.62364029502095,2019,Grocery Store
67671,2169855,united supermarket  inc ,2492447.0,grocery store,60637.0,2018-05-17,41.79329599672656,-87.62228488339794,2019,Grocery Store
67675,2169805,whimsical candy,2152989.0,grocery store,60606.0,2018-05-15,41.88521072667552,-87.63525120951385,2019,Grocery Store
67702,2150521,habibi grocery  inc,2579139.0,grocery store,60620.0,2018-03-16,41.73584653852751,-87.65319092306366,2019,Grocery Store
67718,2150890,fruteria lina,2574624.0,grocery store,60651.0,2018-03-23,41.902331662977616,-87.74045894485229,2019,Grocery Store
67829,2176411,sangamon spirits,2570055.0,grocery store,60620.0,2018-05-29,41.73590840570721,-87.64742288026997,2019,Grocery Store
68030,2160046,olivia s market,1443829.0,grocery store,60647.0,2018-04-13,41.91240363849448,-87.67816498544441,2019,Grocery Store
68053,2160002,sn grocery store inc ,2355353.0,grocery store,60623.0,2018-04-12,41.84038414735,-87.72702717733995,2019,Grocery Store
68098,2181260,sam s quick stop mart  inc ,2437319.0,grocery store,60612.0,2018-06-06,41.891819111189626,-87.70629658310831,2019,Grocery Store
68139,2166799,jet star food mart,2535471.0,grocery store,60615.0,2018-04-26,41.805982549959,-87.6066364157808,2019,Grocery Store
68178,2166657,prestige food mart  inc ,1868597.0,grocery store,60644.0,2018-04-24,41.88708768190208,-87.76495725072779,2019,Grocery Store
68339,2176364,a   c distributors,2492798.0,grocery store,60651.0,2018-05-25,41.8954413080572,-87.7280287331472,2019,Grocery Store
68345,2170055,7 eleven  33582b,2055575.0,grocery store,60601.0,2018-05-22,41.88583768769826,-87.62591897202392,2019,Grocery Store
68385,2150266,b   g heinz pharmacy  inc,4635.0,grocery store,60628.0,2018-03-13,41.706871090394245,-87.63791381851283,2019,Grocery Store
68409,2170158,diversey market,1908081.0,grocery store,60647.0,2018-05-23,41.93215137933751,-87.70484154873154,2019,Grocery Store
68545,2166701,ada s market   deli,2354088.0,grocery store,60631.0,2018-04-25,41.99382073714863,-87.80127273060515,2019,Grocery Store
68631,2166384,samara mart llc,2589137.0,grocery store,60651.0,2018-04-19,41.895617544812936,-87.71130343963043,2019,Grocery Store
68733,2176276,hudson news gate k 1,2385223.0,grocery store,60666.0,2018-05-24,42.008536400868735,-87.91442843927047,2019,Grocery Store
68786,2169314,citgo fuel,2065061.0,grocery store,60621.0,2018-05-08,41.764936885502905,-87.62832185391876,2019,Grocery Store
68845,2170032,garfield enterprise inc,85259.0,grocery store,60609.0,2018-05-22,41.79402269355312,-87.67463755980062,2019,Grocery Store
68901,2160004,advanced petroleum,2584079.0,grocery store,60619.0,2018-04-13,41.73639447257047,-87.6144439804899,2019,Grocery Store
68923,2150408,supermercado los cuates,2442346.0,grocery store,60629.0,2018-03-14,41.77110726848157,-87.73591571414936,2019,Grocery Store
69018,2146134,michigan quick mart inc,7041.0,grocery store,60628.0,2018-03-09,41.67633869567953,-87.62060733428947,2019,Grocery Store
69120,2176271,7 eleven  18473,26047.0,grocery store,60626.0,2018-05-24,42.005560716387,-87.66607079581269,2019,Grocery Store
69144,2159293,save a lot   854,1245433.0,grocery store,60620.0,2018-04-02,41.75032238740821,-87.64418240605828,2019,Grocery Store
69162,2166510,noor food market  inc ,2354287.0,grocery store,60636.0,2018-04-23,41.786564006417,-87.67023898101154,2019,Grocery Store
69236,2159709,division mini mart inc,2522510.0,grocery store,60651.0,2018-04-10,41.90215168923222,-87.75476822451198,2019,Grocery Store
69349,2176711,aj liquor inc,2594818.0,grocery store,60639.0,2018-06-05,41.931252123128445,-87.7756722749983,2019,Grocery Store
69421,2176333,cicero quick stop  inc,2188908.0,grocery store,60644.0,2018-05-25,41.8801463617512,-87.74541259888284,2019,Grocery Store
69518,2176899,wal mart express  3041,2084943.0,grocery store,60620.0,2018-06-07,41.74343077414257,-87.63188803466429,2019,Grocery Store
69534,2150498,happy food   liquor,22109.0,grocery store,60619.0,2018-03-15,41.751194933151794,-87.60507415966217,2019,Grocery Store
69548,2159769,host international inc ,2103991.0,grocery store,60666.0,2018-04-10,42.008536400868735,-87.91442843927047,2019,Grocery Store
69592,2166888,dollar tree  07387,2578986.0,grocery store,60640.0,2018-04-30,41.96300809749762,-87.6546130694679,2019,Grocery Store
69834,2166371,joe s mart  inc ,2423202.0,grocery store,60651.0,2018-04-19,41.895617544812936,-87.71130343963043,2019,Grocery Store
69873,2150423,yale food mart,2307645.0,grocery store,60628.0,2018-03-15,41.67784867927214,-87.62871899471705,2019,Grocery Store
69902,2146186,r   r marathon,1578493.0,grocery store,60628.0,2018-03-09,41.707452567818045,-87.61190031411405,2019,Grocery Store
69921,2167002,green grocer chicago,1873405.0,grocery store,60642.0,2018-05-01,41.89113617756349,-87.66242942830333,2019,Grocery Store
70083,2135303,convenient food mart,2074199.0,grocery store,60657.0,2018-01-11,41.93427051907201,-87.63948842747087,2019,Grocery Store
70135,2135647,gobrands,2563507.0,grocery store,60642.0,2018-01-18,41.91753933245386,-87.66601593118759,2019,Grocery Store
70188,2129920,kedzie discount mart,2506863.0,grocery store,60623.0,2018-01-04,41.84776668182944,-87.70528457405833,2019,Grocery Store
70279,2130001,mali mart inc,2152321.0,grocery store,60636.0,2018-01-05,41.76841468957598,-87.6662829346828,2019,Grocery Store
70352,2130088,chatham meat mart  inc ,2411182.0,grocery store,60619.0,2018-01-09,41.74307143762398,-87.60486143722804,2019,Grocery Store
70419,2145572,cvs pharmacy  11090,2574614.0,grocery store,60654.0,2018-02-27,41.89446120388508,-87.63429113921268,2019,Grocery Store
70439,1956125,dora food mart,2578120.0,grocery store,60651.0,2018-01-26,41.89842933098916,-87.76091119548943,2019,Grocery Store
70533,2144471,mehrab super market,2179855.0,grocery store,60659.0,2018-02-02,41.99759944782518,-87.69116270116571,2019,Grocery Store
70541,2144602,s cottage grove grocery  inc,2569543.0,grocery store,60619.0,2018-02-06,41.74089065370721,-87.60479808374645,2019,Grocery Store
70580,2144326,legend food mart,2564464.0,grocery store,60623.0,2018-01-31,41.86443509650306,-87.70546338183142,2019,Grocery Store
70582,2145723,rosalinda food  market,2283486.0,grocery store,60644.0,2018-03-01,41.86558951464324,-87.77283829265612,2019,Grocery Store
70650,2144337,a   a south food mart,2569255.0,grocery store,60643.0,2018-01-31,41.692157238737,-87.64979625345944,2019,Grocery Store
70751,2144468,shah mini mart,2203628.0,grocery store,60639.0,2018-02-02,41.924518490422905,-87.73311251466045,2019,Grocery Store
70762,2145108,save a lot  860,1196076.0,grocery store,60629.0,2018-02-16,41.77841597436495,-87.7340575714638,2019,Grocery Store
70815,2144896,razan food mart inc,2529284.0,grocery store,60609.0,2018-02-13,41.79782258812668,-87.66453687828134,2019,Grocery Store
70981,2144332,111th food mart  inc ,2333087.0,grocery store,60643.0,2018-01-31,41.692157238737,-87.64979625345944,2019,Grocery Store
71069,2145927,plenty,2183928.0,grocery store,60622.0,2018-03-06,41.90327356174819,-87.67874776316489,2019,Grocery Store
71076,2144661,logan square tobacco,2578601.0,grocery store,60647.0,2018-02-07,41.91748640064961,-87.70899097096846,2019,Grocery Store
71173,2145313,huizar grocery  inc,2579220.0,grocery store,60608.0,2018-02-22,41.83224417344245,-87.6800730940298,2019,Grocery Store
71221,2136052,hareer food   liquor,2088918.0,grocery store,60609.0,2018-01-26,41.79461267421702,-87.64531451028982,2019,Grocery Store
71240,2135961,mibamyittar,2574972.0,grocery store,60659.0,2018-01-25,41.99706323675051,-87.69732910420372,2019,Grocery Store
71274,2145538,go lo,2575301.0,grocery store,60620.0,2018-02-26,41.73797378028247,-87.64352541078881,2019,Grocery Store
71285,2144352,kedzie food   mini mart inc,2529820.0,grocery store,60652.0,2018-02-01,41.753356980012015,-87.70264255048964,2019,Grocery Store
71357,2145496,dollar  general  store 1833,2004446.0,grocery store,60647.0,2018-02-26,41.91719802983052,-87.71466037219467,2019,Grocery Store
71380,2145234,blue sky food   meat market   inc ,1547836.0,grocery store,60609.0,2018-02-21,41.795587063737926,-87.66477503316409,2019,Grocery Store
71454,2144768,medo foods,2298446.0,grocery store,60637.0,2018-02-08,41.78917398251256,-87.61989129248225,2019,Grocery Store
71517,2135916,go lo fuel market,2137920.0,grocery store,60620.0,2018-01-24,41.73797378028247,-87.64352541078881,2019,Grocery Store
71655,2136084,stony island grocery,2565095.0,grocery store,60617.0,2018-01-26,41.74416023099397,-87.5852284872351,2019,Grocery Store
71746,2135727,save a lot    856,1222884.0,grocery store,60639.0,2018-01-19,41.90927456671192,-87.76518778496151,2019,Grocery Store
71768,2144307,nu way convenient store,2326565.0,grocery store,60624.0,2018-01-31,41.88088511807467,-87.72175140777955,2019,Grocery Store
71877,2135495,jordan valley,54266.0,grocery store,60649.0,2018-01-16,41.76262377222808,-87.57628572757507,2019,Grocery Store
71925,2135537,apple bite mart,42387.0,grocery store,60657.0,2018-01-17,41.93555816192646,-87.64410158070869,2019,Grocery Store
71944,2129871,walgreens   09001,1542416.0,grocery store,60601.0,2018-01-03,41.88549078428762,-87.63082227177384,2019,Grocery Store
71995,2145016,su primera lavanderia,2578994.0,grocery store,60632.0,2018-02-15,41.81945368004568,-87.6944017448022,2019,Grocery Store
72003,2129962,gateway,2183539.0,grocery store,60601.0,2018-01-04,41.884779704626446,-87.63080066748626,2019,Grocery Store
72053,2135558,us marathon oil inc ,2134295.0,grocery store,60609.0,2018-01-18,41.798504865984114,-87.6843018392966,2019,Grocery Store
72071,2144347,kedzie gas,2099593.0,grocery store,60652.0,2018-02-01,41.753356980012015,-87.70264255048964,2019,Grocery Store
72076,2136111,dollar general store  13157,2134612.0,grocery store,60620.0,2018-01-26,41.72533155626631,-87.66292295723761,2019,Grocery Store
72184,2144663,armitage tobacco city,2289740.0,grocery store,60647.0,2018-02-07,41.91748640064961,-87.70899097096846,2019,Grocery Store
72186,1956093,family  dollar,1974672.0,grocery store,60651.0,2018-01-05,41.90612787524913,-87.72655403088633,2019,Grocery Store
72242,2136102,dollar tree  5886,2374377.0,grocery store,60620.0,2018-01-26,41.72359844139405,-87.66258537641119,2019,Grocery Store
72243,2145923,plenty grocery deli,2579092.0,grocery store,60622.0,2018-03-06,41.90327356174819,-87.67874776316489,2019,Grocery Store
72255,2129990,prince food market  inc,2569701.0,grocery store,60623.0,2018-01-05,41.85178134207276,-87.69634492138401,2019,Grocery Store
72294,2145669,chicago ave food mart,2535088.0,grocery store,60651.0,2018-02-28,41.89505624702991,-87.75491189738649,2019,Grocery Store
72352,2145779,city dollar,2583359.0,grocery store,60652.0,2018-03-01,41.7431555678794,-87.70206521321599,2019,Grocery Store
72371,2144351,el sur foods,2125034.0,grocery store,60609.0,2018-02-01,41.81210515297724,-87.67007183351623,2019,Grocery Store
72388,1956109,go grocery inc,2565160.0,grocery store,60651.0,2018-01-19,41.90833605669644,-87.71172870735164,2019,Grocery Store
72504,2144349,munchy z,2437964.0,grocery store,60628.0,2018-02-01,41.71262455008975,-87.62027851925964,2019,Grocery Store
72551,2136124,dollar general store  19331,2570031.0,grocery store,60628.0,2018-01-29,41.693223821674536,-87.62118667380476,2019,Grocery Store
72633,2145227,jay empire food,2578430.0,grocery store,60609.0,2018-02-21,41.795587063737926,-87.66477503316409,2019,Grocery Store
72696,2130013,west side warehouse inc ,2437966.0,grocery store,60644.0,2018-01-05,41.87882224189981,-87.74536281507694,2019,Grocery Store
72757,2145765,roseland food   liquor,2283476.0,grocery store,60624.0,2018-03-01,41.8808046152,-87.71137549591673,2019,Grocery Store
72764,2144570,15th street food mart inc ,2334350.0,grocery store,60623.0,2018-02-06,41.86070725513062,-87.73464901130929,2019,Grocery Store
72777,2135904,carniceria la villa  2,2060542.0,grocery store,60639.0,2018-01-23,41.9197749009712,-87.77072652582828,2019,Grocery Store
72796,2144380,aldi s  47,1619769.0,grocery store,60609.0,2018-02-01,41.808741388438726,-87.66291162853796,2019,Grocery Store
72966,2145212,aji ichiban store,1816440.0,grocery store,60616.0,2018-02-20,41.85397172847855,-87.63433457015086,2019,Grocery Store
73000,2145262,jeffery big market inc ,2374658.0,grocery store,60649.0,2018-02-21,41.76635856343218,-87.57556713119926,2019,Grocery Store
73040,1956091,petra grocery,2534872.0,grocery store,60651.0,2018-01-05,41.90833605669644,-87.71172870735164,2019,Grocery Store
73106,2130193,ashland food   tobacco  inc,2129289.0,grocery store,60636.0,2018-01-10,41.75936839646027,-87.66378571586739,2019,Grocery Store
73472,2135566,snappy convenience center,1193016.0,grocery store,60632.0,2018-01-18,41.82411285370147,-87.68813503587118,2019,Grocery Store
73595,2130045,bodega division,2563648.0,grocery store,60622.0,2018-01-05,41.90310193590674,-87.68955175463354,2019,Grocery Store
73636,2145209,ajiichiban,2579177.0,grocery store,60616.0,2018-02-20,41.85397172847855,-87.63433457015086,2019,Grocery Store
73681,2144450,rosebud farm inc,3256.0,grocery store,60628.0,2018-02-02,41.65902472179736,-87.60909139773335,2019,Grocery Store
73897,2135736,stony island discount,2549338.0,grocery store,60649.0,2018-01-19,41.751630045548566,-87.58285440483168,2019,Grocery Store
73993,1956090,le moyne family market,2036960.0,grocery store,60651.0,2018-01-05,41.90833605669644,-87.71172870735164,2019,Grocery Store
74016,2144244,dollar general store  13777,2231663.0,grocery store,60639.0,2018-01-30,41.9095215021138,-87.76279312938051,2019,Grocery Store
74063,2129883,walgreens  15281,2183590.0,grocery store,60657.0,2018-01-03,41.93332233478219,-87.645134355901,2019,Grocery Store
74076,2145065,best shop market corp ,2493323.0,grocery store,60636.0,2018-02-16,41.76020876166782,-87.65412933312717,2019,Grocery Store
74083,2129983,harlem higgins  mobil,59163.0,grocery store,60656.0,2018-01-05,41.98099727559229,-87.80694310636437,2019,Grocery Store
74189,2136019,friends  cafe,2578367.0,grocery store,60625.0,2018-01-25,41.96813694682956,-87.7276533253596,2019,Grocery Store
74228,2135763,mountain i inc,1195144.0,grocery store,60624.0,2018-01-22,41.86615189341997,-87.71843697167586,2019,Grocery Store
74273,2130095,la fresh market  inc ,2334877.0,grocery store,60636.0,2018-01-09,41.76469612104134,-87.67359278470066,2019,Grocery Store
74338,2144836,king mini mart,2443077.0,grocery store,60623.0,2018-02-07,41.86443509650306,-87.70546338183142,2019,Grocery Store
74356,2135900,budget food   liquor,16666.0,grocery store,60649.0,2018-01-23,41.751876222428905,-87.56358118181382,2019,Grocery Store
74433,2145879,corner food inc,2487401.0,grocery store,60622.0,2018-03-02,41.90201943180487,-87.69671000491572,2019,Grocery Store
74510,2145477,big al s market,2542923.0,grocery store,60617.0,2018-02-23,41.74431594506596,-87.56886758769008,2019,Grocery Store
74557,2129956,jerusalem food mart,2570324.0,grocery store,60620.0,2018-01-04,41.75021512285701,-87.6659241024733,2019,Grocery Store
74623,1956124,ray ray food mart,2087997.0,grocery store,60651.0,2018-01-26,41.89842933098916,-87.76091119548943,2019,Grocery Store
74676,2145730,rosalinda food market plus,2579336.0,grocery store,60644.0,2018-03-01,41.86558951464324,-87.77283829265612,2019,Grocery Store
74852,2144354,ramos foods  inc ,2578372.0,grocery store,60609.0,2018-02-01,41.81210515297724,-87.67007183351623,2019,Grocery Store
74888,2145571,martin s fresh market,2326533.0,grocery store,60634.0,2018-02-27,41.96049412246253,-87.77463843106311,2019,Grocery Store
75041,2136076,city food,2125779.0,grocery store,60647.0,2018-01-26,41.91711938239052,-87.7212875486863,2019,Grocery Store
75136,2145670,american supermarket,2437207.0,grocery store,60647.0,2018-02-28,41.932019940834046,-87.71725848978885,2019,Grocery Store
75148,2130082,k r lobby shop,29668.0,grocery store,60661.0,2018-01-09,41.8806992461244,-87.63972502663867,2019,Grocery Store
75273,2130042,boriken,1649303.0,grocery store,60622.0,2018-01-05,41.90310193590674,-87.68955175463354,2019,Grocery Store
470,2346185,locanda,2601700.0,restaurant,60611.0,2019-11-22,41.89993647596072,-87.62180244533546,2019,Restaurant
480,2355947,michella terrace,25125.0,restaurant,60641.0,2019-12-26,41.95317843969206,-87.75780441878463,2019,Restaurant
